trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Domestic flows,Rest of CA,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.075,128
Domestic flows,Rest of CA,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,0.194,742
Domestic flows,Denver CO,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,1.139,659040
Domestic flows,Hartford CT,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,18.622,1277188
Domestic flows,Hartford CT,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,4.143,2534748
Domestic flows,Rest of CT,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,1.131,700234
Domestic flows,Miami FL,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.05,10598
Domestic flows,Miami FL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.05,127
Domestic flows,Miami FL,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,21.866,5702206
Domestic flows,Orlando FL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,26910
Domestic flows,Tampa FL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1.918,1292434
Domestic flows,Rest of FL,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1.227,734535
Domestic flows,Honolulu HI,Phoenix AZ,Air (include truck-air),Plastics/rubber,,,,,0.394,226583
Domestic flows,Honolulu HI,Phoenix AZ,Multiple modes & mail,Plastics/rubber,,,,,0.304,162924
Domestic flows,Honolulu HI,Los Angeles CA,Water,Plastics/rubber,,,,,17.413,1690184
Domestic flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Plastics/rubber,,,,,10.054,5994184
Domestic flows,Honolulu HI,San Diego CA,Multiple modes & mail,Plastics/rubber,,,,,0.049,695
Domestic flows,Honolulu HI,San Francisco CA,Air (include truck-air),Plastics/rubber,,,,,1.613,1003660
Domestic flows,Honolulu HI,San Francisco CA,Multiple modes & mail,Plastics/rubber,,,,,0.455,270384
Domestic flows,Honolulu HI,Fresno CA,Multiple modes & mail,Plastics/rubber,,,,,0.049,756
Domestic flows,Honolulu HI,Rest of CO,Air (include truck-air),Plastics/rubber,,,,,0.867,590902
Domestic flows,Honolulu HI,Rest of CO,Multiple modes & mail,Plastics/rubber,,,,,0.049,7717
Domestic flows,Honolulu HI,Tampa FL,Multiple modes & mail,Plastics/rubber,,,,,0.049,593
Domestic flows,Honolulu HI,Rest of FL,Multiple modes & mail,Plastics/rubber,,,,,0.049,634
Domestic flows,Honolulu HI,Honolulu HI,Truck,Plastics/rubber,,,,,54095.662,584757832
Domestic flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,2270.884,30499390
Domestic flows,Honolulu HI,Rest of HI,Water,Plastics/rubber,,,,,1899.217,14765472
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,1067.817,58102457
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,12630.696,69645030
Domestic flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Air (include truck-air),Plastics/rubber,,,,,0.138,76801
Domestic flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Multiple modes & mail,Plastics/rubber,,,,,0.514,329582
Domestic flows,Honolulu HI,Indianapolis IN,Air (include truck-air),Plastics/rubber,,,,,0.049,326
Domestic flows,Honolulu HI,Rest of PA,Multiple modes & mail,Plastics/rubber,,,,,0.049,471
Domestic flows,Honolulu HI,Austin TX,Multiple modes & mail,Plastics/rubber,,,,,0.049,1133
Domestic flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Plastics/rubber,,,,,0.049,408
Domestic flows,Honolulu HI,Houston TX,Multiple modes & mail,Plastics/rubber,,,,,0.049,729
Domestic flows,Honolulu HI,Rest of TX,Air (include truck-air),Plastics/rubber,,,,,0.394,230477
Domestic flows,Honolulu HI,Rest of TX,Multiple modes & mail,Plastics/rubber,,,,,0.049,441
Domestic flows,Honolulu HI,Rest of UT,Multiple modes & mail,Plastics/rubber,,,,,0.232,127
Domestic flows,Honolulu HI,Washington DC-VA-MD-WV (VA Part),Air (include truck-air),Plastics/rubber,,,,,0.049,646
Domestic flows,Honolulu HI,Rest of WA,Multiple modes & mail,Plastics/rubber,,,,,0.049,443
Domestic flows,Rest of HI,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,34620.689,7312464
Domestic flows,Rest of HI,Rest of HI,Truck,Plastics/rubber,,,,,6051.81,42115035
Domestic flows,Rest of HI,Rest of HI,Water,Plastics/rubber,,,,,12.971,1259011
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,23357.549,178637666
Domestic flows,Chicago IL-IN-WI (IL Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.133,588
Domestic flows,Chicago IL-IN-WI (IL Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.128,860
Domestic flows,Chicago IL-IN-WI (IL Part),Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.094,64328
Domestic flows,Chicago IL-IN-WI (IL Part),Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,2983.262,320941
Domestic flows,Indianapolis IN,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.05,1944
Domestic flows,Iowa,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.086,1040
Domestic flows,Iowa,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.054,334
Domestic flows,Kansas City MO-KS (KS Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,191.024,151742
Domestic flows,Wichita KS,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.093,1387
Domestic flows,Wichita KS,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,2.619,1524176
Domestic flows,Rest of KS,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.049,837
Domestic flows,Rest of KY,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1.143,1378
Domestic flows,Rest of KY,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,1.64,663719
Domestic flows,Rest of KY,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,287.368,455282
Domestic flows,Rest of LA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.336,1143
Domestic flows,Baltimore MD,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,66.534,8891
Domestic flows,Washington DC-VA-MD-WV (MD Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.076,127
Domestic flows,Washington DC-VA-MD-WV (MD Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.075,128
Domestic flows,Rest of MD,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1.144,730287
Domestic flows,Detroit MI,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.077,187
Domestic flows,Rest of MI,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.051,128
Domestic flows,Minneapolis-St. Paul MN-WI (MN Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,56.89,9014534
Domestic flows,Rest of MN,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.056,795
Domestic flows,Rest of MN,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,133
Domestic flows,Mississippi,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.07,5608
Domestic flows,Kansas City MO-KS (MO Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.059,8814
Domestic flows,St. Louis MO-IL (MO Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,207.647,27749
Domestic flows,Omaha NE-IA (NE Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.691,402894
Domestic flows,Las Vegas NV-AZ (NV Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.278,89196
Domestic flows,Rest of NV,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.052,127
Domestic flows,Rest of NV,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,178.096,2587467
Domestic flows,Rest of NV,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,19.978,1299187
Domestic flows,Philadelphia PA-NJ-DE-MD (NJ Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,73.586,407959
Domestic flows,Philadelphia PA-NJ-DE-MD (NJ Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,10.548,930321
Domestic flows,New Mexico,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,2663
Domestic flows,Albany NY  CFS Area,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,127
Domestic flows,New York NY-NJ-CT-PA (NY Part),Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,34.566,18531471
Domestic flows,Rochester NY,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,11.393,6705021
Domestic flows,Rochester NY,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,1.398,870204
Domestic flows,Rest of NY,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,4885.036,16479414
Domestic flows,Charlotte NC-SC (NC Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,123.408,16492
Domestic flows,Charlotte NC-SC (NC Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,38.23,2825610
Domestic flows,Rest of NC,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,0.518,304642
Domestic flows,Cleveland OH,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1.946,1242183
Domestic flows,Columbus OH,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,731.17,1612284
Domestic flows,Rest of OH,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,4.237,1435292
Domestic flows,Portland OR-WA (OR Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,956.579,3714131
Domestic flows,Portland OR-WA (OR Part),Rest of HI,Air (include truck-air),Plastics/rubber,,,,,50.792,1139071
Domestic flows,Portland OR-WA (OR Part),Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,73.149,4699028
Domestic flows,Rest of OR,Honolulu HI,Water,Plastics/rubber,,,,,76.906,14962
Domestic flows,Rest of OR,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,249.115,1425767
Domestic flows,Rest of OR,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,2.769,1537
Domestic flows,Rest of OR,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,1031.687,1317584
Domestic flows,Philadelphia PA-NJ-DE-MD (PA Part),Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.066,127
Domestic flows,Pittsburgh PA-OH-WV (PA Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.752,511140
Domestic flows,New York NY-NJ-CT-PA (PA Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,3.241,2147212
Domestic flows,Rest of PA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.072,183
Domestic flows,Boston MA-RI-NH-CT (RI Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,3952
Domestic flows,Rest of SC,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,3.241,1740708
Domestic flows,Rest of SC,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.049,232
Domestic flows,Memphis TN-MS-AR (TN Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.051,127
Domestic flows,Knoxville TN,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.224,125231
Domestic flows,Rest of TN,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,244.971,32738
Domestic flows,Austin TX,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.049,2294
Domestic flows,Dallas-Fort Worth TX-OK (TX Part),Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,145.094,6480798
Domestic flows,Dallas-Fort Worth TX-OK (TX Part),Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,2280.52,14538906
Domestic flows,Houston TX,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,416.998,608305
Domestic flows,San Antonio TX,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.344,1586
Domestic flows,San Antonio TX,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,6.129,3413153
Domestic flows,Salt Lake City UT,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.149,76280
Domestic flows,Salt Lake City UT,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,2.553,1574670
Domestic flows,Rest of UT,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,358.125,1102652
Domestic flows,Rest of UT,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.058,25204
Domestic flows,Rest of UT,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,953.954,2545938
Domestic flows,Vermont,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,0.126,616
Domestic flows,Richmond VA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,1098.536,22333136
Domestic flows,Virginia Beach-Norfolk VA-NC (VA Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,19.203,1267781
Domestic flows,Rest of VA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,54.229,1239856
Domestic flows,Seattle WA,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,99.048,3592713
Domestic flows,Seattle WA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.09,283
Domestic flows,Seattle WA,Rest of HI,Water,Plastics/rubber,,,,,742,144357
Domestic flows,Seattle WA,Rest of HI,Air (include truck-air),Plastics/rubber,,,,,0.065,141
Domestic flows,Seattle WA,Rest of HI,Multiple modes & mail,Plastics/rubber,,,,,954.098,168362
Domestic flows,Portland OR-WA (WA Part),Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.049,2148
Domestic flows,Rest of WA,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,0.109,208
Domestic flows,Milwaukee WI,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.049,224
Domestic flows,Milwaukee WI,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,9.258,5387755
Domestic flows,Rest of WI,Honolulu HI,Air (include truck-air),Plastics/rubber,,,,,0.84,289823
Domestic flows,Rest of WI,Honolulu HI,Multiple modes & mail,Plastics/rubber,,,,,213.349,2482416
Domestic flows,Honolulu HI,Honolulu HI,Truck,Logs,,,,,8585.249,1482550
Domestic flows,Rest of OR,Rest of HI,Multiple modes & mail,Logs,,,,,1498.411,83358
Domestic flows,Phoenix AZ,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.057,519
Domestic flows,San Diego CA,Rest of HI,Multiple modes & mail,Wood prods.,,,,,0.057,3053
Domestic flows,San Francisco CA,Honolulu HI,Water,Wood prods.,,,,,88.556,1896572
Domestic flows,San Francisco CA,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,3487.147,9966238
Domestic flows,San Francisco CA,Rest of HI,Water,Wood prods.,,,,,2258.463,2924639
Domestic flows,San Francisco CA,Rest of HI,Multiple modes & mail,Wood prods.,,,,,2337.968,2981993
Domestic flows,New York NY-NJ-CT-PA (CT Part),Rest of HI,Multiple modes & mail,Wood prods.,,,,,0.057,556
Domestic flows,Honolulu HI,San Francisco CA,Multiple modes & mail,Wood prods.,,,,,0.057,473
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (CT Part),Multiple modes & mail,Wood prods.,,,,,0.057,482
Domestic flows,Honolulu HI,Jacksonville FL-GA  CFS Area (FL Part),Multiple modes & mail,Wood prods.,,,,,0.057,605
Domestic flows,Honolulu HI,Honolulu HI,Truck,Wood prods.,,,,,288270.865,263956216
Domestic flows,Honolulu HI,Honolulu HI,Water,Wood prods.,,,,,1467.157,16157
Domestic flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,43.816,1494564
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Wood prods.,,,,,122.711,7612074
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Wood prods.,,,,,35076.737,54638729
Domestic flows,Honolulu HI,Austin TX,Multiple modes & mail,Wood prods.,,,,,0.057,1428
Domestic flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Wood prods.,,,,,0.057,463
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Wood prods.,,,,,115.299,3062365
Domestic flows,Rest of HI,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,1099.684,8765048
Domestic flows,Rest of HI,Rest of HI,Truck,Wood prods.,,,,,48185.456,200508595
Domestic flows,Rest of HI,Rest of HI,Water,Wood prods.,,,,,938.243,9168
Domestic flows,Rest of HI,Rest of HI,Air (include truck-air),Wood prods.,,,,,27.259,1548894
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Wood prods.,,,,,35304.914,62708188
Domestic flows,Idaho,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.096,224
Domestic flows,Iowa,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.678,35502
Domestic flows,Iowa,Rest of HI,Multiple modes & mail,Wood prods.,,,,,8.31,424637
Domestic flows,Louisville KY-IN (KY Part),Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.057,2049
Domestic flows,Minneapolis-St. Paul MN-WI (MN Part),Rest of HI,Multiple modes & mail,Wood prods.,,,,,0.057,700
Domestic flows,Rest of MO,Rest of HI,Multiple modes & mail,Wood prods.,,,,,0.057,3006
Domestic flows,Rest of NV,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.339,18506
Domestic flows,Rest of NH,Rest of HI,Multiple modes & mail,Wood prods.,,,,,2.631,138528
Domestic flows,Buffalo NY  CFS Area,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.066,353
Domestic flows,Rest of NY,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.096,344
Domestic flows,Oklahoma City OK,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.057,236
Domestic flows,Portland OR-WA (OR Part),Honolulu HI,Water,Wood prods.,,,,,0.163,1719
Domestic flows,Portland OR-WA (OR Part),Rest of HI,Water,Wood prods.,,,,,18.979,1187446
Domestic flows,Rest of OR,Honolulu HI,Air (include truck-air),Wood prods.,,,,,274.214,31128
Domestic flows,Rest of OR,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,45285.968,27589474
Domestic flows,Philadelphia PA-NJ-DE-MD (PA Part),Honolulu HI,Multiple modes & mail,Wood prods.,,,,,0.061,553
Domestic flows,El Paso TX-NM (TX Part),Rest of HI,Multiple modes & mail,Wood prods.,,,,,0.066,236
Domestic flows,Seattle WA,Honolulu HI,Multiple modes & mail,Wood prods.,,,,,1111.611,1480065
Domestic flows,Seattle WA,Rest of HI,Water,Wood prods.,,,,,6017.009,5715399
Domestic flows,Seattle WA,Rest of HI,Multiple modes & mail,Wood prods.,,,,,10245.092,29664195
Domestic flows,Portland OR-WA (WA Part),Honolulu HI,Multiple modes & mail,Wood prods.,,,,,11308.135,10252611
Domestic flows,Portland OR-WA (WA Part),Rest of HI,Multiple modes & mail,Wood prods.,,,,,19373.274,17562107
Domestic flows,Rest of WA,Honolulu HI,Water,Wood prods.,,,,,13.535,630153
Domestic flows,Rest of WA,Rest of HI,Water,Wood prods.,,,,,12193.232,3271790
Domestic flows,Rest of AZ,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.485,25486
Domestic flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,6467.215,62970462
Domestic flows,Los Angeles CA,Rest of HI,Air (include truck-air),Newsprint/paper,,,,,3265.986,7764384
Domestic flows,Honolulu HI,Honolulu HI,Truck,Newsprint/paper,,,,,33745.68,107768594
Domestic flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.078,113
Domestic flows,Honolulu HI,Rest of HI,Water,Newsprint/paper,,,,,7.78,1060275
Domestic flows,Honolulu HI,Rest of HI,Air (include truck-air),Newsprint/paper,,,,,76.044,2218261
Domestic flows,Honolulu HI,Rest of HI,Multiple modes & mail,Newsprint/paper,,,,,1447.965,4167961
Domestic flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Air (include truck-air),Newsprint/paper,,,,,0.121,17121
Domestic flows,Rest of HI,Honolulu HI,Air (include truck-air),Newsprint/paper,,,,,0.043,118
Domestic flows,Rest of HI,Rest of HI,Truck,Newsprint/paper,,,,,13.467,2218982
Domestic flows,Rest of HI,Rest of HI,Multiple modes & mail,Newsprint/paper,,,,,6402.78,9476914
Domestic flows,Fort Wayne IN,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,5.283,181106
Domestic flows,Boston MA-RI-NH-CT (MA Part),Rest of HI,Multiple modes & mail,Newsprint/paper,,,,,47.099,5099
Domestic flows,Detroit MI,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.057,389
Domestic flows,Minneapolis-St. Paul MN-WI (MN Part),Rest of HI,Air (include truck-air),Newsprint/paper,,,,,0.043,112
Domestic flows,Rest of MO,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.056,386
Domestic flows,Rest of MO,Rest of HI,Multiple modes & mail,Newsprint/paper,,,,,0.043,560
Domestic flows,Rest of NV,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.045,119
Domestic flows,Philadelphia PA-NJ-DE-MD (NJ Part),Rest of HI,Multiple modes & mail,Newsprint/paper,,,,,0.043,159
Domestic flows,Cincinnati OH-KY-IN (OH Part),Honolulu HI,Air (include truck-air),Newsprint/paper,,,,,36.218,1173228
Domestic flows,Charleston SC,Honolulu HI,Multiple modes & mail,Newsprint/paper,,,,,0.296,785
Domestic flows,Austin TX,Honolulu HI,Air (include truck-air),Newsprint/paper,,,,,4.8,697596
