trade_type,dms_orig,dms_dest,dms_mode,sctg2,fr_orig,fr_dest,fr_inmode,fr_outmode,tons_2024,current_value_2024
Import flows,Honolulu HI,Honolulu HI,Water,Articles-base metal,Eastern Asia,,Water,,1600.972,4111492
Import flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,800.655,2056181
Import flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Articles-base metal,Eastern Asia,,Multiple modes & mail,,0.393,1666
Import flows,Honolulu HI,Rest of HI,Water,Articles-base metal,Eastern Asia,,Water,,3068.614,7880577
Import flows,Honolulu HI,Rest of HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.775,161354
Import flows,Honolulu HI,Rest of HI,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,1864.371,4787933
Import flows,Honolulu HI,Idaho,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.416,3850
Import flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,16.157,149611
Import flows,Honolulu HI,St. Louis MO-IL (IL Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.318,12204
Import flows,Honolulu HI,Rest of IL,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.713,52899
Import flows,Honolulu HI,Chicago IL-IN-WI (IN Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.901,17599
Import flows,Honolulu HI,Indianapolis IN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.652,52334
Import flows,Honolulu HI,Fort Wayne IN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.476,13672
Import flows,Honolulu HI,Rest of IN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.587,60990
Import flows,Honolulu HI,Iowa,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.641,42977
Import flows,Honolulu HI,Kansas City MO-KS (KS Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.074,19200
Import flows,Honolulu HI,Wichita KS,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.342,12430
Import flows,Honolulu HI,Rest of KS,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.325,21533
Import flows,Honolulu HI,Cincinnati OH-KY-IN (KY Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.512,32523
Import flows,Honolulu HI,Louisville KY-IN (KY Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,9.121,84461
Import flows,Honolulu HI,Rest of KY,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,21.125,195616
Import flows,Honolulu HI,Baton Rouge LA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.281,3713
Import flows,Honolulu HI,Lake Charles-Jennings LA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.088,1075
Import flows,Honolulu HI,New Orleans LA-MS (LA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.508,6470
Import flows,Honolulu HI,Rest of LA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.753,9592
Import flows,Honolulu HI,Maine,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.335,13086
Import flows,Honolulu HI,Baltimore MD,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.016,37184
Import flows,Honolulu HI,Baltimore MD,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,86.538,222239
Import flows,Honolulu HI,Washington DC-VA-MD-WV (MD Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.527,32657
Import flows,Honolulu HI,Washington DC-VA-MD-WV (MD Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,76.004,195187
Import flows,Honolulu HI,Rest of MD,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.101,10192
Import flows,Honolulu HI,Rest of MD,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,23.72,60916
Import flows,Honolulu HI,Boston MA-RI-NH-CT (MA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,30.092,278642
Import flows,Honolulu HI,Rest of MA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.28,39635
Import flows,Honolulu HI,Detroit MI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,31.211,289006
Import flows,Honolulu HI,Grand Rapids MI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,8.51,78803
Import flows,Honolulu HI,Rest of MI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,18.506,171364
Import flows,Honolulu HI,Minneapolis-St. Paul MN-WI (MN Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,8.381,77610
Import flows,Honolulu HI,Rest of MN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.874,35869
Import flows,Honolulu HI,Mississippi,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.44,22595
Import flows,Honolulu HI,Kansas City MO-KS (MO Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.347,12476
Import flows,Honolulu HI,Kansas City MO-KS (MO Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,7.326,18815
Import flows,Honolulu HI,St. Louis MO-IL (MO Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.074,19200
Import flows,Honolulu HI,St. Louis MO-IL (MO Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,11.275,28956
Import flows,Honolulu HI,Rest of MO,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.377,22014
Import flows,Honolulu HI,Rest of MO,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,12.927,33199
Import flows,Honolulu HI,Omaha NE-IA (NE Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.021,46497
Import flows,Honolulu HI,Rest of NE,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.348,58781
Import flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.858,65734
Import flows,Honolulu HI,Rest of NV,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.286,21983
Import flows,Honolulu HI,Boston MA-RI-NH-CT (NH Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.863,7991
Import flows,Honolulu HI,Rest of NH,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.235,2173
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NJ Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,26.014,240887
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NJ Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,9.858,25318
Import flows,Honolulu HI,Philadelphia PA-NJ-DE-MD (NJ Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.681,61867
Import flows,Honolulu HI,Philadelphia PA-NJ-DE-MD (NJ Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,2.532,6502
Import flows,Honolulu HI,New Mexico,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.14,29071
Import flows,Honolulu HI,Albany NY  CFS Area,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.781,25750
Import flows,Honolulu HI,Buffalo NY  CFS Area,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.865,26534
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Water,Articles-base metal,Eastern Asia,,Water,,1.594,4093
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.591,297271
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NY Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,2.354,6045
Import flows,Honolulu HI,Rochester NY,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.763,25587
Import flows,Honolulu HI,Rest of NY,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.84,55481
Import flows,Honolulu HI,Rest of NY,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,0.737,1892
Import flows,Honolulu HI,Charlotte NC-SC (NC Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,8.242,76319
Import flows,Honolulu HI,Greensboro--Winston-Salem--High Point NC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.981,55379
Import flows,Honolulu HI,Raleigh-Durham NC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,7.896,73114
Import flows,Honolulu HI,Rest of NC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,14.785,136904
Import flows,Honolulu HI,North Dakota,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.378,3501
Import flows,Honolulu HI,Cincinnati OH-KY-IN (OH Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.407,40805
Import flows,Honolulu HI,Cleveland OH,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,8.961,82973
Import flows,Honolulu HI,Columbus OH,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.392,59191
Import flows,Honolulu HI,Dayton OH,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.77,25649
Import flows,Honolulu HI,Rest of OH,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,7.46,69080
Import flows,Honolulu HI,Oklahoma City OK,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.91,26950
Import flows,Honolulu HI,Tulsa OK,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.325,21529
Import flows,Honolulu HI,Rest of OK,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.636,24405
Import flows,Honolulu HI,Portland OR-WA (OR Part),Water,Articles-base metal,Eastern Asia,,Water,,5.974,15342
Import flows,Honolulu HI,Portland OR-WA (OR Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,13.293,123093
Import flows,Honolulu HI,Rest of OR,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,7.814,72352
Import flows,Honolulu HI,Rest of OR,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,3.511,9018
Import flows,Honolulu HI,Philadelphia PA-NJ-DE-MD (PA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.472,52987
Import flows,Honolulu HI,Pittsburgh PA-OH-WV (PA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.851,29233
Import flows,Honolulu HI,New York NY-NJ-CT-PA (PA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.206,11172
Import flows,Honolulu HI,Rest of PA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.253,56119
Import flows,Honolulu HI,Boston MA-RI-NH-CT (RI Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.62,24264
Import flows,Honolulu HI,Charleston SC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.622,24283
Import flows,Honolulu HI,Greenville SC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.933,45680
Import flows,Honolulu HI,Rest of SC,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,9.424,87262
Import flows,Honolulu HI,South Dakota,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.122,19652
Import flows,Honolulu HI,Memphis TN-MS-AR (TN Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.338,58686
Import flows,Honolulu HI,Nashville TN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,12.373,114574
Import flows,Honolulu HI,Knoxville TN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.892,63819
Import flows,Honolulu HI,Rest of TN,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,15.41,142695
Import flows,Honolulu HI,Austin TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.784,53557
Import flows,Honolulu HI,Austin TX,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,11.216,28804
Import flows,Honolulu HI,Beaumont TX,Water,Articles-base metal,Eastern Asia,,Water,,2.185,5610
Import flows,Honolulu HI,Beaumont TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.127,10431
Import flows,Honolulu HI,Corpus Christi TX,Water,Articles-base metal,Eastern Asia,,Water,,2.788,7161
Import flows,Honolulu HI,Corpus Christi TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.438,13315
Import flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,21.337,197578
Import flows,Honolulu HI,Dallas-Fort Worth TX-OK (TX Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,41.377,106261
Import flows,Honolulu HI,El Paso TX-NM (TX Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.302,21317
Import flows,Honolulu HI,El Paso TX-NM (TX Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,4.464,11465
Import flows,Honolulu HI,Houston TX,Water,Articles-base metal,Eastern Asia,,Water,,37.649,96687
Import flows,Honolulu HI,Houston TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,19.415,179776
Import flows,Honolulu HI,Laredo TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.748,6929
Import flows,Honolulu HI,Laredo TX,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,1.451,3727
Import flows,Honolulu HI,San Antonio TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.759,62586
Import flows,Honolulu HI,San Antonio TX,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,13.107,33660
Import flows,Honolulu HI,Rest of TX,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,18.451,170854
Import flows,Honolulu HI,Rest of TX,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,35.78,91888
Import flows,Honolulu HI,Salt Lake City UT,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.933,36421
Import flows,Honolulu HI,Salt Lake City UT,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,40.295,103481
Import flows,Honolulu HI,Rest of UT,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.832,7706
Import flows,Honolulu HI,Rest of UT,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,8.526,21895
Import flows,Honolulu HI,Vermont,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.284,2629
Import flows,Honolulu HI,Richmond VA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.906,26908
Import flows,Honolulu HI,Virginia Beach-Norfolk VA-NC (VA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.79,35099
Import flows,Honolulu HI,Washington DC-VA-MD-WV (VA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,6.717,62197
Import flows,Honolulu HI,Rest of VA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,5.608,51927
Import flows,Honolulu HI,Seattle WA,Water,Articles-base metal,Eastern Asia,,Water,,74.124,190360
Import flows,Honolulu HI,Seattle WA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,10.376,96075
Import flows,Honolulu HI,Portland OR-WA (WA Part),Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,1.286,11911
Import flows,Honolulu HI,Portland OR-WA (WA Part),Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,9.189,23599
Import flows,Honolulu HI,Rest of WA,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,4.44,41116
Import flows,Honolulu HI,Rest of WA,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,31.722,81466
Import flows,Honolulu HI,Milwaukee WI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,2.003,18544
Import flows,Honolulu HI,Rest of WI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,3.666,33948
Import flows,Rest of HI,Honolulu HI,Water,Articles-base metal,Eastern Asia,,Water,,14.276,36662
Import flows,Rest of HI,Rest of HI,Truck,Articles-base metal,Eastern Asia,,Water,,3.17,8141
Import flows,Rest of HI,Rest of HI,Water,Articles-base metal,Eastern Asia,,Water,,3.17,8141
Import flows,Louisville KY-IN (KY Part),Honolulu HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.054,21141
Import flows,Louisville KY-IN (KY Part),Rest of HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.024,9389
Import flows,Memphis TN-MS-AR (TN Part),Honolulu HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.501,87045
Import flows,Memphis TN-MS-AR (TN Part),Rest of HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.222,38657
Import flows,Houston TX,Honolulu HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.841,7785
Import flows,Houston TX,Honolulu HI,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,1.397,3528
Import flows,Houston TX,Rest of HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.373,3457
Import flows,Houston TX,Rest of HI,Multiple modes & mail,Articles-base metal,Eastern Asia,,Water,,0.621,1567
Import flows,Seattle WA,Honolulu HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.356,3296
Import flows,Seattle WA,Rest of HI,Air (include truck-air),Articles-base metal,Eastern Asia,,Air (include truck-air),,0.158,1464
Import flows,Los Angeles CA,Honolulu HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.173,63493
Import flows,Los Angeles CA,Honolulu HI,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,25.739,75178
Import flows,Los Angeles CA,Rest of HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,11.431,33387
Import flows,Los Angeles CA,Rest of HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.077,28197
Import flows,San Francisco CA,Honolulu HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.081,9982
Import flows,San Francisco CA,Rest of HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.036,4433
Import flows,Honolulu HI,Birmingham AL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,15.401,142607
Import flows,Honolulu HI,Mobile AL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,7.075,65515
Import flows,Honolulu HI,Rest of AL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,32.567,301563
Import flows,Honolulu HI,Alaska,Water,Articles-base metal,SE Asia & Oceania,,Water,,200.682,515376
Import flows,Honolulu HI,Alaska,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.62,5737
Import flows,Honolulu HI,Phoenix AZ,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.451,13439
Import flows,Honolulu HI,Tucson AZ,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.327,3030
Import flows,Honolulu HI,Rest of AZ,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.37,3424
Import flows,Honolulu HI,Los Angeles CA,Water,Articles-base metal,SE Asia & Oceania,,Water,,1.854,4761
Import flows,Honolulu HI,Los Angeles CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.38,131433
Import flows,Honolulu HI,Los Angeles CA,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,179.224,460268
Import flows,Honolulu HI,Sacramento CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.968,18223
Import flows,Honolulu HI,Sacramento CA,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,25.106,64475
Import flows,Honolulu HI,San Diego CA,Water,Articles-base metal,SE Asia & Oceania,,Water,,32.173,82623
Import flows,Honolulu HI,San Diego CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.522,23352
Import flows,Honolulu HI,San Francisco CA,Water,Articles-base metal,SE Asia & Oceania,,Water,,85.333,219146
Import flows,Honolulu HI,San Francisco CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.569,61938
Import flows,Honolulu HI,Fresno CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.866,8020
Import flows,Honolulu HI,Fresno CA,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,11.05,28377
Import flows,Honolulu HI,Rest of CA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.647,33769
Import flows,Honolulu HI,Rest of CA,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,46.525,119481
Import flows,Honolulu HI,Denver CO,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,3.214,29757
Import flows,Honolulu HI,Rest of CO,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,1.91,17683
Import flows,Honolulu HI,Hartford CT,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.183,1696
Import flows,Honolulu HI,New York NY-NJ-CT-PA (CT Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.301,2785
Import flows,Honolulu HI,Jacksonville FL-GA  CFS Area (FL Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.174,1614
Import flows,Honolulu HI,Miami FL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.75,6941
Import flows,Honolulu HI,Orlando FL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.363,3365
Import flows,Honolulu HI,Tampa FL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.343,3177
Import flows,Honolulu HI,Rest of FL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.685,6342
Import flows,Honolulu HI,Atlanta GA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.554,5129
Import flows,Honolulu HI,Rest of GA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.281,2606
Import flows,Honolulu HI,Honolulu HI,Truck,Articles-base metal,SE Asia & Oceania,,Water,,1143.841,2937523
Import flows,Honolulu HI,Honolulu HI,Truck,Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,17.048,157858
Import flows,Honolulu HI,Honolulu HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,210.34,540178
Import flows,Honolulu HI,Honolulu HI,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,105.192,270146
Import flows,Honolulu HI,Rest of HI,Water,Articles-base metal,SE Asia & Oceania,,Water,,403.162,1035370
Import flows,Honolulu HI,Rest of HI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.476,70105
Import flows,Honolulu HI,Rest of HI,Multiple modes & mail,Articles-base metal,SE Asia & Oceania,,Water,,244.946,629051
Import flows,Honolulu HI,Chicago IL-IN-WI (IL Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.853,63345
Import flows,Honolulu HI,St. Louis MO-IL (IL Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.558,5167
Import flows,Honolulu HI,Rest of IL,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.419,22397
Import flows,Honolulu HI,Kansas City MO-KS (KS Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.307,2845
Import flows,Honolulu HI,Wichita KS,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.199,1842
Import flows,Honolulu HI,Rest of KS,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.345,3191
Import flows,Honolulu HI,Louisville KY-IN (KY Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.16,1480
Import flows,Honolulu HI,Rest of KY,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.37,3427
Import flows,Honolulu HI,Maine,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.233,2161
Import flows,Honolulu HI,Baltimore MD,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.43,3978
Import flows,Honolulu HI,Washington DC-VA-MD-WV (MD Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.377,3494
Import flows,Honolulu HI,Rest of MD,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.118,1090
Import flows,Honolulu HI,Boston MA-RI-NH-CT (MA Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,4.976,46076
Import flows,Honolulu HI,Rest of MA,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.708,6554
Import flows,Honolulu HI,Detroit MI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.301,2789
Import flows,Honolulu HI,Rest of MI,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.179,1653
Import flows,Honolulu HI,Minneapolis-St. Paul MN-WI (MN Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,5.839,54067
Import flows,Honolulu HI,Rest of MN,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,2.699,24988
Import flows,Honolulu HI,Kansas City MO-KS (MO Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.241,2235
Import flows,Honolulu HI,St. Louis MO-IL (MO Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.372,3440
Import flows,Honolulu HI,Rest of MO,Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.426,3944
Import flows,Honolulu HI,Las Vegas NV-AZ (NV Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.222,2054
Import flows,Honolulu HI,New York NY-NJ-CT-PA (NJ Part),Air (include truck-air),Articles-base metal,SE Asia & Oceania,,Air (include truck-air),,0.296,9869
